store_code,sales_date,sales_time,product_code,amount,payment_code,gender,age
19005,2009/1/12,23:16:23,F00005,5,1,M,30
19006,2009/1/13,23:16:26,F00006,3,2,M,20
19007,2009/1/14,23:16:29,F00007,1,1,F,60
0,2009/1/15,23:16:32,G00001,1,1,F,20
27001,2009/1/16,23:16:35,G00002,4,3,F,20
27002,2009/1/17,23:16:38,G00003,1,1,M,40
27003,2009/1/18,23:16:41,G00004,1,1,F,20
27004,2009/1/19,23:16:44,H00001,2,5,M,20
27005,2009/1/20,23:16:47,H00002,1,1,M,30
27006,2009/1/21,23:16:50,H00003,1,1,M,30
27007,2009/1/22,23:16:53,H00004,2,1,F,20
19001,2009/1/23,23:16:56,I00001,1,1,F,20
19002,2009/1/24,23:16:59,I00002,1,2,F,60
19003,2009/1/25,23:17:02,I00003,1,3,M,20
19004,2009/1/26,23:17:05,I00004,3,4,F,30
19005,2009/1/27,23:17:08,J00001,1,1,M,20
19006,2009/1/28,23:17:11,J00002,1,2,M,50
19007,2009/1/29,23:17:14,A00001,2,1,M,60
0,2009/1/30,23:17:17,A00002,5,1,F,20
27001,2009/1/31,23:17:20,A00003,3,2,F,20
27002,2009/2/1,23:17:23,A00004,1,1,F,30
27003,2009/2/2,23:17:26,A00005,1,1,M,20
27004,2009/2/3,23:17:29,A00006,4,3,F,60
27005,2009/2/4,23:17:32,A00007,1,1,M,20
27006,2009/2/5,23:17:35,A00008,1,1,M,20
27007,2009/2/6,23:17:38,A00009,2,5,M,40
19001,2009/2/7,23:17:41,A00010,1,1,F,20
19002,2009/2/8,23:17:44,A00011,1,1,F,20
19003,2009/2/9,23:17:47,A00012,2,1,F,30
19004,2009/2/10,23:17:50,A00013,1,1,M,30
19005,2009/2/11,23:17:53,A00014,1,2,F,20
19006,2009/2/12,23:17:56,A00015,1,3,M,20
19007,2009/2/13,23:17:59,A00016,3,4,M,60
0,2009/2/14,23:18:02,A00017,1,1,M,20
27001,2009/2/15,23:18:05,A00018,1,2,F,30
27002,2009/2/16,23:18:08,A00019,2,1,F,20
27003,2009/2/17,23:18:11,A00020,5,1,F,50
27004,2009/2/18,23:18:14,A00021,3,2,M,60
27005,2009/2/19,23:18:17,A00001,1,1,F,20
27006,2009/2/20,23:18:20,A00002,1,1,M,20
27007,2009/2/21,23:18:23,A00003,4,3,M,30
19001,2009/2/22,23:18:26,A00004,1,1,M,20
19002,2009/2/23,23:18:29,A00005,1,1,F,60
19003,2009/2/24,23:18:32,A00006,2,5,F,20
19004,2009/2/25,23:18:35,A00007,1,1,F,20
19005,2009/2/26,23:18:38,A00008,1,1,M,40
19006,2009/2/27,23:18:41,A00009,2,1,F,20
19007,2009/2/28,23:18:44,A00010,1,1,M,20
0,2009/3/1,23:18:47,A00011,1,2,M,30
27001,2009/3/2,23:18:50,A00012,1,3,M,30
27002,2009/3/3,23:18:53,A00013,3,4,F,20
27003,2009/3/4,23:18:56,A00014,1,1,F,20
27004,2009/3/5,23:18:59,A00015,1,2,F,60
27005,2009/3/6,23:19:02,A00016,2,1,M,20
27006,2009/3/7,23:19:05,A00017,5,1,F,30
27007,2009/3/8,23:19:08,A00018,3,2,M,20
19001,2009/3/9,23:19:11,A00019,1,1,M,50
19002,2009/3/10,23:19:14,A00020,1,1,M,60
19003,2009/3/11,23:19:17,A00021,4,3,F,20
19004,2009/3/12,23:19:20,B00001,1,1,F,20
19005,2009/3/13,23:19:23,B00002,1,1,F,30
19006,2009/3/14,23:19:26,B00003,2,5,M,20
19007,2009/3/15,23:19:29,B00004,1,1,F,60
0,2009/3/16,23:19:32,B00005,1,1,M,20
27001,2009/3/17,23:19:35,B00006,2,1,M,20
27002,2009/3/18,23:19:38,B00007,1,1,M,40
27003,2009/3/19,23:19:41,C00001,1,2,F,20
27004,2009/3/20,23:19:44,C00002,1,3,F,20
27005,2009/3/21,23:19:47,C00003,3,4,F,30
27006,2009/3/22,23:19:50,C00004,1,1,M,30
27007,2009/3/23,23:19:53,C00005,1,2,F,20
19001,2009/3/24,23:19:56,D00001,2,1,M,20
19002,2009/3/25,23:19:59,D00002,5,1,M,60
19003,2009/3/26,23:20:02,D00003,3,2,M,20
19004,2009/3/27,23:20:05,D00004,1,1,F,30
19005,2009/3/28,23:20:08,D00005,1,1,F,20
19006,2009/3/29,23:20:11,D00006,4,3,F,50
19007,2009/3/30,23:20:14,D00007,1,1,M,60
0,2009/3/31,23:20:17,E00001,1,1,F,20
27001,2009/4/1,23:20:20,E00002,2,5,M,20
27002,2009/4/2,23:20:23,E00003,1,1,M,30
27003,2009/4/3,23:20:26,F00001,1,1,M,20
27004,2009/4/4,23:20:29,F00002,2,1,F,60
27005,2009/4/5,23:20:32,F00003,1,1,F,20
27006,2009/4/6,23:20:35,F00004,1,2,F,20
27007,2009/4/7,23:20:38,F00005,1,3,M,40
19001,2009/4/8,23:20:41,F00006,3,4,F,20
19002,2009/4/9,23:20:44,F00007,1,1,M,20
19003,2009/4/10,23:20:47,G00001,1,2,M,30
19004,2009/4/11,23:20:50,G00002,2,1,M,30
19005,2009/4/12,23:20:53,G00003,5,1,F,20
19006,2009/4/13,23:20:56,G00004,3,2,F,20
19007,2009/4/14,23:20:59,H00001,1,1,F,60
0,2009/4/15,23:21:02,H00002,1,1,M,20
27001,2009/4/16,23:21:05,H00003,4,3,F,30
27002,2009/4/17,23:21:08,H00004,1,1,M,20
27003,2009/4/18,23:21:11,I00001,1,1,M,50
27004,2009/4/19,23:21:14,I00002,2,5,M,60
27005,2009/4/20,23:21:17,I00003,1,1,F,20
27006,2009/4/21,23:21:20,I00004,1,1,F,20
27007,2009/4/22,23:21:23,J00001,2,1,F,30
19001,2009/4/23,23:21:26,J00002,1,1,M,20
19002,2009/4/24,23:21:29,A00001,1,2,F,60
19003,2009/4/25,23:21:32,A00002,1,3,M,20
19004,2009/4/26,23:21:35,A00003,3,4,M,20
19005,2009/4/27,23:21:38,A00004,1,1,M,40
19006,2009/4/28,23:21:41,A00005,1,2,F,20
19007,2009/4/29,23:21:44,A00006,2,1,F,20
0,2009/4/30,23:21:47,A00007,5,1,F,30
27001,2009/5/1,23:21:50,A00008,3,2,M,30
27002,2009/5/2,23:21:53,A00009,1,1,F,20
27003,2009/5/3,23:21:56,A00010,1,1,M,20
27004,2009/5/4,23:21:59,A00011,4,3,M,60
27005,2009/5/5,23:22:02,A00012,1,1,M,20
27006,2009/5/6,23:22:05,A00013,1,1,F,30
27007,2009/5/7,23:22:08,A00014,2,5,F,20
19001,2009/5/8,23:22:11,A00015,1,1,F,50
19002,2009/5/9,23:22:14,A00016,1,1,M,60
19003,2009/5/10,23:22:17,A00017,2,1,F,20
19004,2009/5/11,23:22:20,A00018,1,1,M,20
19005,2009/5/12,23:22:23,A00019,1,2,M,30
19006,2009/5/13,23:22:26,A00020,1,3,M,20
19007,2009/5/14,23:22:29,A00021,3,4,F,60
0,2009/5/15,23:22:32,A00001,1,1,F,20
27001,2009/5/16,23:22:35,A00002,1,2,F,20
27002,2009/5/17,23:22:38,A00003,2,1,M,40
27003,2009/5/18,23:22:41,A00004,5,1,F,20
27004,2009/5/19,23:22:44,A00005,3,2,M,20
27005,2009/5/20,23:22:47,A00006,1,1,M,30
27006,2009/5/21,23:22:50,A00007,1,1,M,30
27007,2009/5/22,23:22:53,A00008,4,3,F,20
19001,2009/5/23,23:22:56,A00009,1,1,F,20
19002,2009/5/24,23:22:59,A00010,1,1,F,60
19003,2009/5/25,23:23:02,A00011,2,5,M,20
19004,2009/5/26,23:23:05,A00012,1,1,F,30
19005,2009/5/27,23:23:08,A00013,1,1,M,20
19006,2009/5/28,23:23:11,A00014,2,1,M,50
19007,2009/5/29,23:23:14,A00015,1,1,M,60
0,2009/5/30,23:23:17,A00016,1,2,F,20
27001,2009/5/31,23:23:20,A00017,1,3,F,20
27002,2009/6/1,23:23:23,A00018,3,4,F,30
27003,2009/6/2,23:23:26,A00019,1,1,M,20
27004,2009/6/3,23:23:29,A00020,1,2,F,60
27005,2009/6/4,23:23:32,A00021,2,1,M,20
27006,2009/6/5,23:23:35,B00001,5,1,M,20
27007,2009/6/6,23:23:38,B00002,3,2,M,40
19001,2009/6/7,23:23:41,B00003,1,1,F,20
19002,2009/6/8,23:23:44,B00004,1,1,F,20
19003,2009/6/9,23:23:47,B00005,4,3,F,30
19004,2009/6/10,23:23:50,B00006,1,1,M,30
19005,2009/6/11,23:23:53,B00007,1,1,F,20
19006,2009/6/12,23:23:56,C00001,2,5,M,20
19007,2009/6/13,23:23:59,C00002,1,1,M,60
0,2009/6/14,23:24:02,C00003,1,1,M,20
27001,2009/6/15,23:24:05,C00004,2,1,F,30
27002,2009/6/16,23:24:08,C00005,1,1,F,20
27003,2009/6/17,23:24:11,D00001,1,2,F,50
27004,2009/6/18,23:24:14,D00002,1,3,M,60
27005,2009/6/19,23:24:17,D00003,3,4,F,20
27006,2009/6/20,23:24:20,D00004,1,1,M,20
27007,2009/6/21,23:24:23,D00005,1,2,M,30
19001,2009/6/22,23:24:26,D00006,2,1,M,20
19002,2009/6/23,23:24:29,D00007,5,1,F,60
19003,2009/6/24,23:24:32,E00001,3,2,F,20
19004,2009/6/25,23:24:35,E00002,1,1,F,20
19005,2009/6/26,23:24:38,E00003,1,1,M,40
19006,2009/6/27,23:24:41,F00001,4,3,F,20
19007,2009/6/28,23:24:44,F00002,1,1,M,20
0,2009/6/29,23:24:47,F00003,1,1,M,30
27001,2009/6/30,23:24:50,F00004,2,5,M,30
27002,2009/7/1,23:24:53,F00005,1,1,F,20
27003,2009/7/2,23:24:56,F00006,1,1,F,20
27004,2009/7/3,23:24:59,F00007,2,1,F,60
27005,2009/7/4,23:25:02,G00001,1,1,M,20
27006,2009/7/5,23:25:05,G00002,1,2,F,30
27007,2009/7/6,23:25:08,G00003,1,3,M,20
19001,2009/7/7,23:25:11,G00004,3,4,M,50
19002,2009/7/8,23:25:14,H00001,1,1,M,60
19003,2009/7/9,23:25:17,H00002,1,2,F,20
19004,2009/7/10,23:25:20,H00003,2,1,F,20
19005,2009/7/11,23:25:23,H00004,5,1,F,30
19006,2009/7/12,23:25:26,I00001,3,2,M,20
19007,2009/7/13,23:25:29,I00002,1,1,F,60
0,2009/7/14,23:25:32,I00003,1,1,M,20
27001,2009/7/15,23:25:35,I00004,4,3,M,20
27002,2009/7/16,23:25:38,J00001,1,1,M,40
27003,2009/7/17,23:25:41,J00002,1,1,F,20
27004,2009/7/18,23:25:44,A00001,2,5,F,20
27005,2009/7/19,23:25:47,A00002,1,1,F,30
27006,2009/7/20,23:25:50,A00003,1,1,M,30
27007,2009/7/21,23:25:53,A00004,2,1,F,20
19001,2009/7/22,23:25:56,A00005,1,1,M,20
19002,2009/7/23,23:25:59,A00006,1,2,M,60
19003,2009/7/24,23:26:02,A00007,1,3,M,20
19004,2009/7/25,23:26:05,A00008,3,4,F,30
19005,2009/7/26,23:26:08,A00009,1,1,F,20
19006,2009/7/27,23:26:11,A00010,1,2,F,50
19007,2009/7/28,23:26:14,A00011,2,1,M,60
0,2009/7/29,23:26:17,A00012,5,1,F,20
27001,2009/7/30,23:26:20,A00013,3,2,M,20
27002,2009/7/31,23:26:23,A00014,1,1,M,30
27003,2009/8/1,23:26:26,A00015,1,1,M,20
27004,2009/8/2,23:26:29,A00016,4,3,F,60
27005,2009/8/3,23:26:32,A00017,1,1,F,20
27006,2009/8/4,23:26:35,A00018,1,1,F,20
27007,2009/8/5,23:26:38,A00019,2,5,M,40
19001,2009/8/6,23:26:41,A00020,1,1,F,20
19002,2009/8/7,23:26:44,A00021,1,1,M,20
19003,2009/8/8,23:26:47,A00001,2,1,M,30
19004,2009/8/9,23:26:50,A00002,1,1,M,30
19005,2009/8/10,23:26:53,A00003,1,2,F,20
19006,2009/8/11,23:26:56,A00004,1,3,F,20
19007,2009/8/12,23:26:59,A00005,3,4,F,60
0,2009/8/13,23:27:02,A00006,1,1,M,20
27001,2009/8/14,23:27:05,A00007,1,2,F,30
27002,2009/8/15,23:27:08,A00008,2,1,M,20
27003,2009/8/16,23:27:11,A00009,5,1,M,50
27004,2009/8/17,23:27:14,A00010,3,2,M,60
27005,2009/8/18,23:27:17,A00011,1,1,F,20
27006,2009/8/19,23:27:20,A00012,1,1,F,20
27007,2009/8/20,23:27:23,A00013,4,3,F,30
19001,2009/8/21,23:27:26,A00014,1,1,M,20
19002,2009/8/22,23:27:29,A00015,1,1,F,60
19003,2009/8/23,23:27:32,A00016,2,5,M,20
19004,2009/8/24,23:27:35,A00017,1,1,M,20
19005,2009/8/25,23:27:38,A00018,1,1,M,40
19006,2009/8/26,23:27:41,A00019,2,1,F,20
19007,2009/8/27,23:27:44,A00020,1,1,F,20
0,2009/8/28,23:27:47,A00021,1,2,F,30
27001,2009/8/29,23:27:50,B00001,1,3,M,30
27002,2009/8/30,23:27:53,B00002,3,4,F,20
27003,2009/8/31,23:27:56,B00003,1,1,M,20
27004,2009/9/1,23:27:59,B00004,1,2,M,60
27005,2009/9/2,23:28:02,B00005,2,1,M,20
27006,2009/9/3,23:28:05,B00006,5,1,F,30
27007,2009/9/4,23:28:08,B00007,3,2,F,20
19001,2009/9/5,23:28:11,C00001,1,1,F,50
19002,2009/9/6,23:28:14,C00002,1,1,M,60
19003,2009/9/7,23:28:17,C00003,4,3,F,20
19004,2009/9/8,23:28:20,C00004,1,1,M,20
19005,2009/9/9,23:28:23,C00005,1,1,M,30
19006,2009/9/10,23:28:26,D00001,2,5,M,20
19007,2009/9/11,23:28:29,D00002,1,1,F,60
0,2009/9/12,23:28:32,D00003,1,1,F,20
27001,2009/9/13,23:28:35,D00004,2,1,F,20
27002,2009/9/14,23:28:38,D00005,1,1,M,40
27003,2009/9/15,23:28:41,D00006,1,2,F,20
27004,2009/9/16,23:28:44,D00007,1,3,M,20
27005,2009/9/17,23:28:47,E00001,3,4,M,30
27006,2009/9/18,23:28:50,E00002,1,1,M,30
27007,2009/9/19,23:28:53,E00003,1,2,F,20
19001,2009/9/20,23:28:56,F00001,2,1,F,20
19002,2009/9/21,23:28:59,F00002,5,1,F,60
19003,2009/9/22,23:29:02,F00003,3,2,M,20
19004,2009/9/23,23:29:05,F00004,1,1,F,30
19005,2009/9/24,23:29:08,F00005,1,1,M,20
19006,2009/9/25,23:29:11,F00006,4,3,M,50
19007,2009/9/26,23:29:14,F00007,1,1,M,60
0,2009/9/27,23:29:17,G00001,1,1,F,20
27001,2009/9/28,23:29:20,G00002,2,5,F,20
27002,2009/9/29,23:29:23,G00003,1,1,F,30
27003,2009/9/30,23:29:26,G00004,1,1,M,20
27004,2009/10/1,23:29:29,H00001,2,1,F,60
27005,2009/10/2,23:29:32,H00002,1,1,M,20
27006,2009/10/3,23:29:35,H00003,1,2,M,20
27007,2009/10/4,23:29:38,H00004,1,3,M,40
19001,2009/10/5,23:29:41,I00001,3,4,F,20
19002,2009/10/6,23:29:44,I00002,1,1,F,20
19003,2009/10/7,23:29:47,I00003,1,2,F,30
19004,2009/10/8,23:29:50,I00004,2,1,M,30
19005,2009/10/9,23:29:53,J00001,5,1,F,20
19006,2009/10/10,23:29:56,J00002,3,2,M,20
19007,2009/10/11,23:29:59,A00001,1,1,M,60
0,2009/10/12,23:30:02,A00002,1,1,M,20
27001,2009/10/13,23:30:05,A00003,4,3,F,30
27002,2009/10/14,23:30:08,A00004,1,1,F,20
27003,2009/10/15,23:30:11,A00005,1,1,F,50
27004,2009/10/16,23:30:14,A00006,2,5,M,60
27005,2009/10/17,23:30:17,A00007,1,1,F,20
27006,2009/10/18,23:30:20,A00008,1,1,M,20
27007,2009/10/19,23:30:23,A00009,2,1,M,30
19001,2009/10/20,23:30:26,A00010,1,1,M,20
19002,2009/10/21,23:30:29,A00011,1,2,F,60
19003,2009/10/22,23:30:32,A00012,1,3,F,20
19004,2009/10/23,23:30:35,A00013,3,4,F,20
19005,2009/10/24,23:30:38,A00014,1,1,M,40
19006,2009/10/25,23:30:41,A00015,1,2,F,20
19007,2009/10/26,23:30:44,A00016,2,1,M,20
0,2009/10/27,23:30:47,A00017,5,1,M,30
27001,2009/10/28,23:30:50,A00018,3,2,M,30
27002,2009/10/29,23:30:53,A00019,1,1,F,20
27003,2009/10/30,23:30:56,A00020,1,1,F,20
27004,2009/10/31,23:30:59,A00021,4,3,F,60
27005,2009/11/1,23:31:02,A00001,1,1,M,20
27006,2009/11/2,23:31:05,A00002,1,1,F,30
27007,2009/11/3,23:31:08,A00003,2,5,M,20
19001,2009/11/4,23:31:11,A00004,1,1,M,50
19002,2009/11/5,23:31:14,A00005,1,1,M,60
19003,2009/11/6,23:31:17,A00006,2,1,F,20
19004,2009/11/7,23:31:20,A00007,1,1,F,20
19005,2009/11/8,23:31:23,A00008,1,2,F,30
19006,2009/11/9,23:31:26,A00009,1,3,M,20
19007,2009/11/10,23:31:29,A00010,3,4,F,60
0,2009/11/11,23:31:32,A00011,1,1,M,20
27001,2009/11/12,23:31:35,A00012,1,2,M,20
27002,2009/11/13,23:31:38,A00013,2,1,M,40
27003,2009/11/14,23:31:41,A00014,5,1,F,20
27004,2009/11/15,23:31:44,A00015,3,2,F,20
27005,2009/11/16,23:31:47,A00016,1,1,F,30
27006,2009/11/17,23:31:50,A00017,1,1,M,30
27007,2009/11/18,23:31:53,A00018,4,3,F,20
19001,2009/11/19,23:31:56,A00019,1,1,M,20
19002,2009/11/20,23:31:59,A00020,1,1,M,60
19003,2009/11/21,23:32:02,A00021,2,5,M,20
19004,2009/11/22,23:32:05,B00001,1,1,F,30
19005,2009/11/23,23:32:08,B00002,1,1,F,20
19006,2009/11/24,23:32:11,B00003,2,1,F,50
19007,2009/11/25,23:32:14,B00004,1,1,M,60
0,2009/11/26,23:32:17,B00005,1,2,F,20
27001,2009/11/27,23:32:20,B00006,1,3,M,20
27002,2009/11/28,23:32:23,B00007,3,4,M,30
27003,2009/11/29,23:32:26,C00001,1,1,M,20
27004,2009/11/30,23:32:29,C00002,1,2,F,60
27005,2009/12/1,23:32:32,C00003,2,1,F,20
27006,2009/12/2,23:32:35,C00004,5,1,F,20
27007,2009/12/3,23:32:38,C00005,3,2,M,40
19001,2009/12/4,23:32:41,D00001,1,1,F,20
19002,2009/12/5,23:32:44,D00002,1,1,M,20
19003,2009/12/6,23:32:47,D00003,4,3,M,30
19004,2009/12/7,23:32:50,D00004,1,1,M,30
19005,2009/12/8,23:32:53,D00005,1,1,F,20
19006,2009/12/9,23:32:56,D00006,2,5,F,20
19007,2009/12/10,23:32:59,D00007,1,1,F,60
0,2009/12/11,23:33:02,E00001,1,1,M,20
27001,2009/12/12,23:33:05,E00002,2,1,F,30
27002,2009/12/13,23:33:08,E00003,1,1,M,20
27003,2009/12/14,23:33:11,F00001,1,2,M,50
27004,2009/12/15,23:33:14,F00002,1,3,M,60
27005,2009/12/16,23:33:17,F00003,3,4,F,20
27006,2009/12/17,23:33:20,F00004,1,1,F,20
27007,2009/12/18,23:33:23,F00005,1,2,F,30
19001,2009/12/19,23:33:26,F00006,2,1,M,20
19002,2009/12/20,23:33:29,F00007,5,1,F,60
19003,2009/12/21,23:33:32,G00001,3,2,M,20
19004,2009/12/22,23:33:35,G00002,1,1,M,20
19005,2009/12/23,23:33:38,G00003,1,1,M,40
19006,2009/12/24,23:33:41,G00004,4,3,F,20
19007,2009/12/25,23:33:44,H00001,1,1,F,20
0,2009/12/26,23:33:47,H00002,1,1,F,30
27001,2009/12/27,23:33:50,H00003,2,5,M,30
27002,2009/12/28,23:33:53,H00004,1,1,F,20
27003,2009/12/29,23:33:56,I00001,1,1,M,20
27004,2009/12/30,23:33:59,I00002,2,1,M,60
27005,2009/12/31,23:34:02,I00003,1,1,M,20
27006,2010/1/1,23:34:05,I00004,1,2,F,30
27007,2010/1/2,23:34:08,J00001,1,3,F,20
19001,2010/1/3,23:34:11,J00002,3,4,F,50
19002,2010/1/4,23:34:14,A00001,1,1,M,60
19003,2010/1/5,23:34:17,A00002,1,2,F,20
19004,2010/1/6,23:34:20,A00003,2,1,M,20
19005,2010/1/7,23:34:23,A00004,5,1,M,30
19006,2010/1/8,23:34:26,A00005,3,2,M,20
19007,2010/1/9,23:34:29,A00006,1,1,F,60
0,2010/1/10,23:34:32,A00007,1,1,F,20
27001,2010/1/11,23:34:35,A00008,4,3,F,20
27002,2010/1/12,23:34:38,A00009,1,1,M,40
27003,2010/1/13,23:34:41,A00010,1,1,F,20
27004,2010/1/14,23:34:44,A00011,2,5,M,20
27005,2010/1/15,23:34:47,A00012,1,1,M,30
27006,2010/1/16,23:34:50,A00013,1,1,M,30
27007,2010/1/17,23:34:53,A00014,2,1,F,20
19001,2010/1/18,23:34:56,A00015,1,1,F,20
19002,2010/1/19,23:34:59,A00016,1,2,F,60
19003,2010/1/20,23:35:02,A00017,1,3,M,20
19004,2010/1/21,23:35:05,A00018,3,4,F,30
19005,2010/1/22,23:35:08,A00019,1,1,M,20
19006,2010/1/23,23:35:11,A00020,1,2,M,50
19007,2010/1/24,23:35:14,A00021,2,1,M,60
0,2010/1/25,23:35:17,A00001,5,1,F,20
27001,2010/1/26,23:35:20,A00002,3,2,F,20
27002,2010/1/27,23:35:23,A00003,1,1,F,30
27003,2010/1/28,23:35:26,A00004,1,1,M,20
27004,2010/1/29,23:35:29,A00005,4,3,F,60
27005,2010/1/30,23:35:32,A00006,1,1,M,20
27006,2010/1/31,23:35:35,A00007,1,1,M,20
27007,2010/2/1,23:35:38,A00008,2,5,M,40
19001,2010/2/2,23:35:41,A00009,1,1,F,20
19002,2010/2/3,23:35:44,A00010,1,1,F,20
19003,2010/2/4,23:35:47,A00011,2,1,F,30
19004,2010/2/5,23:35:50,A00012,1,1,M,30
19005,2010/2/6,23:35:53,A00013,1,2,F,20
19006,2010/2/7,23:35:56,A00014,1,3,M,20
19007,2010/2/8,23:35:59,A00015,3,4,M,60
0,2010/2/9,23:36:02,A00016,1,1,M,20
27001,2010/2/10,23:36:05,A00017,1,2,F,30
27002,2010/2/11,23:36:08,A00018,2,1,F,20
27003,2010/2/12,23:36:11,A00019,5,1,F,50
27004,2010/2/13,23:36:14,A00020,3,2,M,60
27005,2010/2/14,23:36:17,A00021,1,1,F,20
27006,2010/2/15,23:36:20,B00001,1,1,M,20
27007,2010/2/16,23:36:23,B00002,4,3,M,30
19001,2010/2/17,23:36:26,B00003,1,1,M,20
19002,2010/2/18,23:36:29,B00004,1,1,F,60
19003,2010/2/19,23:36:32,B00005,2,5,F,20
19004,2010/2/20,23:36:35,B00006,1,1,F,20
19005,2010/2/21,23:36:38,B00007,1,1,M,40
19006,2010/2/22,23:36:41,C00001,2,1,F,20
19007,2010/2/23,23:36:44,C00002,1,1,M,20
0,2010/2/24,23:36:47,C00003,1,2,M,30
27001,2010/2/25,23:36:50,C00004,1,3,M,30
27002,2010/2/26,23:36:53,C00005,3,4,F,20
27003,2010/2/27,23:36:56,D00001,1,1,F,20
27004,2010/2/28,23:36:59,D00002,1,2,F,60
27005,2010/3/1,23:37:02,D00003,2,1,M,20
27006,2010/3/2,23:37:05,D00004,5,1,F,30
27007,2010/3/3,23:37:08,D00005,3,2,M,20
19001,2010/3/4,23:37:11,D00006,1,1,M,50
19002,2010/3/5,23:37:14,D00007,1,1,M,60
19003,2010/3/6,23:37:17,E00001,4,3,F,20
19004,2010/3/7,23:37:20,E00002,1,1,F,20
19005,2010/3/8,23:37:23,E00003,1,1,F,30
19006,2010/3/9,23:37:26,F00001,2,5,M,20
19007,2010/3/10,23:37:29,F00002,1,1,F,60
0,2010/3/11,23:37:32,F00003,1,1,M,20
27001,2010/3/12,23:37:35,F00004,2,1,M,20
27002,2010/3/13,23:37:38,F00005,1,1,M,40
27003,2010/3/14,23:37:41,F00006,1,2,F,20
27004,2010/3/15,23:37:44,F00007,1,3,F,20
27005,2010/3/16,23:37:47,G00001,3,4,F,30
27006,2010/3/17,23:37:50,G00002,1,1,M,30
27007,2010/3/18,23:37:53,G00003,1,2,F,20
19001,2010/3/19,23:37:56,G00004,2,1,M,20
19002,2010/3/20,23:37:59,H00001,5,1,M,60
19003,2010/3/21,23:38:02,H00002,3,2,M,20
19004,2010/3/22,23:38:05,H00003,1,1,F,30
19005,2010/3/23,23:38:08,H00004,1,1,F,20
19006,2010/3/24,23:38:11,I00001,4,3,F,50
19007,2010/3/25,23:38:14,I00002,1,1,M,60
0,2010/3/26,23:38:17,I00003,1,1,F,20
27001,2010/3/27,23:38:20,I00004,2,5,M,20
27002,2010/3/28,23:38:23,J00001,1,1,M,30
27003,2010/3/29,23:38:26,J00002,1,1,M,20
27004,2010/3/30,23:38:29,A00001,2,1,F,60
27005,2010/3/31,23:38:32,A00002,1,1,F,20
27006,2010/4/1,23:38:35,A00003,1,2,F,20
27007,2010/4/2,23:38:38,A00004,1,3,M,40
19001,2010/4/3,23:38:41,A00005,3,4,F,20
19002,2010/4/4,23:38:44,A00006,1,1,M,20
19003,2010/4/5,23:38:47,A00007,1,2,M,30
19004,2010/4/6,23:38:50,A00008,2,1,M,30
19005,2010/4/7,23:38:53,A00009,5,1,F,20
19006,2010/4/8,23:38:56,A00010,3,2,F,20
19007,2010/4/9,23:38:59,A00011,1,1,F,60
0,2010/4/10,23:39:02,A00012,1,1,M,20
27001,2010/4/11,23:39:05,A00013,4,3,F,30
27002,2010/4/12,23:39:08,A00014,1,1,M,20
27003,2010/4/13,23:39:11,A00015,1,1,M,50
27004,2010/4/14,23:39:14,A00016,2,5,M,60
27005,2010/4/15,23:39:17,A00017,1,1,F,20
27006,2010/4/16,23:39:20,A00018,1,1,F,20
27007,2010/4/17,23:39:23,A00019,2,1,F,30
19001,2010/4/18,23:39:26,A00020,1,1,M,20
19002,2010/4/19,23:39:29,A00021,1,2,F,60
19003,2010/4/20,23:39:32,A00001,1,3,M,20
19004,2010/4/21,23:39:35,A00002,3,4,M,20
19005,2010/4/22,23:39:38,A00003,1,1,M,40
19006,2010/4/23,23:39:41,A00004,1,2,F,20
19007,2010/4/24,23:39:44,A00005,2,1,F,20
0,2010/4/25,23:39:47,A00006,5,1,F,30
27001,2010/4/26,23:39:50,A00007,3,2,M,30
27002,2010/4/27,23:39:53,A00008,1,1,F,20
27003,2010/4/28,23:39:56,A00009,1,1,M,20
27004,2010/4/29,23:39:59,A00010,4,3,M,60
27005,2010/4/30,23:40:02,A00011,1,1,M,20
27006,2010/5/1,23:40:05,A00012,1,1,F,30
27007,2010/5/2,23:40:08,A00013,2,5,F,20
19001,2010/5/3,23:40:11,A00014,1,1,F,50
19002,2010/5/4,23:40:14,A00015,1,1,M,60
19003,2010/5/5,23:40:17,A00016,2,1,F,20
19004,2010/5/6,23:40:20,A00017,1,1,M,20
19005,2010/5/7,23:40:23,A00018,1,2,M,30
19006,2010/5/8,23:40:26,A00019,1,3,M,20
19007,2010/5/9,23:40:29,A00020,3,4,F,60
0,2010/5/10,23:40:32,A00021,1,1,F,20
27001,2010/5/11,23:40:35,B00001,1,2,F,20
27002,2010/5/12,23:40:38,B00002,2,1,M,40
27003,2010/5/13,23:40:41,B00003,5,1,F,20
27004,2010/5/14,23:40:44,B00004,3,2,M,20
27005,2010/5/15,23:40:47,B00005,1,1,M,30
27006,2010/5/16,23:40:50,B00006,1,1,M,30
27007,2010/5/17,23:40:53,B00007,4,3,F,20
19001,2010/5/18,23:40:56,C00001,1,1,F,20
19002,2010/5/19,23:40:59,C00002,1,1,F,60
19003,2010/5/20,23:41:02,C00003,2,5,M,20
19004,2010/5/21,23:41:05,C00004,1,1,F,30
19005,2010/5/22,23:41:08,C00005,1,1,M,20
19006,2010/5/23,23:41:11,D00001,2,1,M,50
19007,2010/5/24,23:41:14,D00002,1,1,M,60
0,2010/5/25,23:41:17,D00003,1,2,F,20
27001,2010/5/26,23:41:20,D00004,1,3,F,20
